Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,Mexico,fortín de las flores,mata larga,modesto landeros flores,NA,AMECAFE,m,1000,1000,1000,1000,62,1 kg,2012,"July 11th, 2012","July 11th, 2013",Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,0,Green
Arabica,Brazil,grama valley,sitío corrego da olaria/são caetano,nucoffee,nucoffee,NUCOFFEE,m,1100m,1100,1100,1100,8,60 kg,2012,"February 29th, 2012","February 28th, 2013",Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,3,0,Green
Arabica,Colombia,cundinamarca,NA,exportadora de cafe condor s.a,NA,Almacafé,m,1600 m.s.n.m,1600,1600,1600,250,70 kg,4T/2010,"February 1st, 2011","February 1st, 2012",NA,NA,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,1,0,NA
Arabica,Guatemala,oriente,la esmeralda,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,518,157.8864,157.8864,157.8864,25,69 kg,2017,"August 22nd, 2017","August 22nd, 2018",Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,1,0,Green
Arabica,Costa Rica,tarrazu,estate la patricia,troy quimby,bold coast coffee,Specialty Coffee Association,m,1900,1900,1900,1900,15,46 kg,2016,"February 13th, 2017","February 13th, 2018",Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,4,0,Green
Arabica,Brazil,monte carmelo,helena,gabriel barbara,volcafe ltda.,Brazil Specialty Coffee Association,m,973,973,973,973,200,59 kg,2016,"January 20th, 2017","January 20th, 2018",Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,3,1,Green
Arabica,Indonesia,bali,mudar,aulia arif syahri,pt. olam indonesia,Specialty Coffee Association,m,1250,1250,1250,1250,166,30 kg,2015,"January 19th, 2017","January 19th, 2018",Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,0,1,Green
Arabica,Guatemala,norte,chapultepec,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,3280,3280,3280,3280,130,69 kg,2015,"August 2nd, 2016","August 2nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,6,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,320,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,1,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,300,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,0,Green
Arabica,Myanmar,ywar ngan,wat-ka-bu,u mg mg,NA,Coffee Quality Institute,m,4001,4001,4001,4001,1,2 kg,2015,"July 17th, 2015","July 16th, 2016",Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,2,0,Green
Arabica,Mexico,chiapas,rancho bonito,viridiana,agroindustrias unidas de mexico sa de cv,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,m,1350-1500,1500,1350,1425,250,2 kg,2015,"June 25th, 2015","June 24th, 2016",Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,7,0,Green
Arabica,Honduras,marcala,cerro bueno,cadexsa,cadexsa,Instituto Hondureño del Café,m,1400 msnm,1400,1400,1400,275,1 kg,2015,"May 12th, 2015","May 11th, 2016",Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,1,0,Green
Arabica,Costa Rica,tres rios,el patalillo,"cafetalera internacional cafinter, s.a.","cafetalera internacional cafinter, s.a.",Specialty Coffee Association of Costa Rica,m,1200-1400 masl,1400,1200,1300,275,18975 kg,2015,"May 7th, 2015","May 6th, 2016",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",gao chun fang 高醇坊,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,700m,700,700,700,8,5 kg,2014,"April 30th, 2015","April 29th, 2016",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,0,Green
Arabica,Indonesia,lington nihuta,dozen small farmer,essencecoffee,essence coffee,Blossom Valley International,m,1300m,1300,1300,1300,300,10 kg,2014,"March 21st, 2015","March 20th, 2016",Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,6,0,None
Arabica,Malawi,kakoma,kakoma,afca,mzuzu coffee planters coop union,Africa Fine Coffee Association,m,1556m,1556,1556,1556,24,60 kg,2014,"October 31st, 2014","October 31st, 2015",Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Specialty Coffee Association,m,1100,1100,1100,1100,320,2 kg,2014/2015,"October 15th, 2014","October 15th, 2015",Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,0,Green
Arabica,Honduras,comayagua,gran manzana y el aguacate,NA,cigrah,Instituto Hondureño del Café,m,1350,1350,1350,1350,275,1 kg,2014,"May 16th, 2014","May 16th, 2015",Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,4,0,Green
Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",various,kurt kappeli,globus coffee,Specialty Coffee Association,m,1550 meters,1550,1550,1550,280,2 kg,2014,"April 26th, 2014","April 26th, 2015",Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,de 1.600 a 1950 msnm,1950,1600,1775,50,70 kg,2013,"July 19th, 2013","July 19th, 2014",Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,0,Bluish-Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,19,100 lbs,2012,"March 6th, 2013","March 6th, 2014",Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,1,0,Bluish-Green
Arabica,Brazil,sul de minas,sertao farm,jacques pereira carneiro,exportadora de cafés carmo de minas ltda,Specialty Coffee Association,m,1250,1250,1250,1250,300,60 kg,2012,"March 2nd, 2013","March 2nd, 2014",Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,0,Bluish-Green
Arabica,Guatemala,oriente,el sacramento,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"February 26th, 2013","February 26th, 2014",Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,1,0,Green
Arabica,Mexico,veracruz,finca muxbal,christina dusing,NA,AMECAFE,m,1500,1500,1500,1500,302,1 kg,2012,"August 31st, 2012","August 31st, 2013",Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,2,0,Green
Arabica,Mexico,coatepec,el deseo,jorge francisco martinez hachity,NA,AMECAFE,m,1250,1250,1250,1250,15,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,10,0,Green
Arabica,Brazil,cerrado,cianorte,nucoffee,NA,NUCOFFEE,m,900-950m,950,900,925,58,60 kg,2011,"October 28th, 2011","October 27th, 2012",Mundo Novo,NA,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,2,0,NA
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,NA,Almacafé,m,1600-1800 msnm,1800,1600,1700,250,70 kg,1t/2011,"June 14th, 2011","June 13th, 2012",NA,NA,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,0,NA
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,30,0 lbs,NA,"May 24th, 2010","May 24th, 2011",NA,NA,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,12,0,NA
Arabica,Guatemala,san marcos,las merceditas,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1700,1700,1700,1700,50,69 kg,2017,"June 22nd, 2017","June 22nd, 2018",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,1,Green
Arabica,Vietnam,vietnam,apollo estate,"sunvirtue co., ltd.","sunvirtue co., ltd.",Specialty Coffee Association,m,1040,1040,1040,1040,1,2 kg,2014,"December 21st, 2015","December 20th, 2016",Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,0,Bluish-Green
Arabica,"Tanzania, United Republic Of",ngorogoro,ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro convenant estate,Africa Fine Coffee Association,m,1500 - 1700,1700,1500,1600,1,60 kg,2014,"January 8th, 2015","January 8th, 2016",Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,4,0,Bluish-Green
Arabica,Brazil,NA,NA,cafe politico,cafe politico,Specialty Coffee Association,m,NA,NA,NA,NA,1,5 lbs,2013,"August 25th, 2014","August 25th, 2015",NA,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,1,0,Bluish-Green
Arabica,Mexico,"tenango de doria, hidalgo",los magueyes,saul m. hernandez ramirez,NA,AMECAFE,m,774,774,774,774,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,9,0,None
Arabica,Mexico,tepictla,finca tepictla,sergio landa alarcon,NA,AMECAFE,m,1250,1250,1250,1250,100,1 kg,2012,"September 10th, 2012","September 10th, 2013",Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,23,0,Green
Arabica,Mexico,oaxaca,"arroyo triste, arroyo triste, san jose vista hermosa",diego manuel woolrich ramirez,NA,AMECAFE,m,1100,1100,1100,1100,42,1 kg,2012,"September 4th, 2012","September 4th, 2013",Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,1,0,Green
Arabica,Mexico,la concordia,NA,armando luis pohlenz martinez,beneficio custepec s.a. de c.v.,AMECAFE,m,1550,1550,1550,1550,250,1 kg,2012,"August 30th, 2012","August 30th, 2013",Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,14,0,Green
Arabica,Mexico,la concordia,santa cruz - pante doña graciela,enrique eduardo lopez aguilar,finca las nubes,AMECAFE,m,1650,1650,1650,1650,28,1 kg,2012,"June 6th, 2012","June 6th, 2013",Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,1,0,NA
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2011,"December 22nd, 2011","December 21st, 2012",Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,1,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,NA,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,275,70 kg,Mayo a Julio,"October 4th, 2011","October 3rd, 2012",NA,NA,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,0,NA
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,890,890,890,890,320,60 kg,2017 / 2018,"October 20th, 2017","October 20th, 2018",Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,5,0,Green
Arabica,Guatemala,san marcos,las merceditas,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1700,1700,1700,1700,50,69 kg,2017,"August 22nd, 2017","August 22nd, 2018",Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,1,0,Green
Arabica,Guatemala,santa rosa,la esmeralda,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,80,69 kg,2017,"June 5th, 2017","June 5th, 2018",Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,3,1,Green
Arabica,Honduras,marcala,bethel,cadexsa,cadexsa,Instituto Hondureño del Café,m,1450,1450,1450,1450,275,69 kg,2016,"May 2nd, 2016","May 2nd, 2017",Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,2,0,Blue-Green
Arabica,"Tanzania, United Republic Of",mbinga,ngima,taylor winch (coffee) ltd.,volcafe/taylorwinch tanzania ltd,Tanzanian Coffee Board,m,1800,1800,1800,1800,320,60 kg,2016,"April 27th, 2016","April 27th, 2017",NA,NA,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,1,0,Green
Arabica,Nicaragua,jinotega,santa matilde,"comercial internacional exportadora, s.a.","comercial internacional exportadora, s.a.",Instituto Hondureño del Café,m,NA,NA,NA,NA,275,69 kg,NA,"March 11th, 2016","March 11th, 2017",NA,NA,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,1,0,Green
Arabica,Colombia,la plata,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,NA,NA,NA,NA,165,70 kg,2016,"January 21st, 2016","January 20th, 2017",NA,NA,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,1,NA
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,320,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,0,Green
Arabica,"Tanzania, United Republic Of",mbinga,multiple,dae ltd company,dae ltd company,Africa Fine Coffee Association,m,1200-1800m,1800,1200,1500,20,60 kg,2014,"January 2nd, 2015","January 2nd, 2016",Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,0,Green
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",ilomba 1,tembo coffee company ltd,tembo coffee company ltd,Africa Fine Coffee Association,m,1700,1700,1700,1700,10,60 kg,2013,"December 15th, 2014","December 15th, 2015",Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,7,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Specialty Coffee Association,m,1260,1260,1260,1260,300,2 kg,2014/2015,"October 16th, 2014","October 16th, 2015",Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,2,0,Green
Arabica,Indonesia,bener meriah,NA,chris finch,volcafe specialty coffee,Specialty Coffee Association,m,NA,NA,NA,NA,320,4 kg,2013,"May 23rd, 2014","May 23rd, 2015",Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,0,Bluish-Green
Arabica,Honduras,comayagua,gran manzana y el aguacate,NA,cigrah,Instituto Hondureño del Café,m,1400,1400,1400,1400,275,1 kg,2014,"May 16th, 2014","May 16th, 2015",Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,5,0,Green
Arabica,Costa Rica,tarrazu,gamboa,"ceca, s.a.","ceca,s.a.",Specialty Coffee Association of Costa Rica,m,1850,1850,1850,1850,275,69 kg,2013,"April 26th, 2014","April 26th, 2015",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,3,0,Green
Arabica,Mexico,veracruz,NA,dane loraas,sustainable harvest,Specialty Coffee Association,m,NA,NA,NA,NA,320,5 lbs,2014,"April 2nd, 2014","April 2nd, 2015",NA,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,4,0,Green
Arabica,Taiwan,changhua baguashan 彰化市八卦山,mu he zi coffee 木盒子咖啡園,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,150 m,150,150,150,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,0,Green
Arabica,Taiwan,nantou,guo xin ka fei 國昕咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,750 m,750,750,750,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,0,Green
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,fredy gordillo reyes,union ramal santa cruz spr de ri,AMECAFE,m,1400,1400,1400,1400,310,1 kg,2013,"March 29th, 2013","March 29th, 2014",Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,6,0,Green
Arabica,Guatemala,jalapa,finca el morito,juan luis alvarado romero,finca el morito,Asociacion Nacional Del Café,ft,5500-6000 psnm,1828.8,1676.4,1752.6,275,69 kg,2012,"October 5th, 2012","October 5th, 2013",Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,4,0,Green
Arabica,Mexico,tuxtla gutierrez,finca cafetalera la suiza,virginia gordillo gordillo,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",AMECAFE,m,1650,1650,1650,1650,100,1 kg,2012,"September 11th, 2012","September 11th, 2013",Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,13,0,Green
Arabica,Mexico,yajalon,NA,jose luis munoz guerrero,NA,AMECAFE,m,1400,1400,1400,1400,15,1 kg,2012,"August 30th, 2012","August 30th, 2013",Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,4,0,Green
Arabica,Mexico,veracruz,ucipa santa catarina,christina dusing,NA,AMECAFE,m,1200,1200,1200,1200,275,1 kg,2012,"July 27th, 2012","July 27th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,2,0,Green
Arabica,Mexico,"la concordia, chiapas",finca nueva linda,alfredo bojalil,ecomtrading,AMECAFE,m,1400,1400,1400,1400,250,1 kg,2012,"April 2nd, 2012","April 2nd, 2013",Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,2,0,Green
Arabica,Mexico,"sacún palma, municipio de chilón, chiapas",sacún palma,miguel cortes moreno,"estrategias constructivas corzu, s.a. de c.v.",AMECAFE,m,940,940,940,940,12,1 kg,2012,"February 29th, 2012","February 28th, 2013",Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,4,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,cqi,Specialty Coffee Association,ft,NA,NA,NA,NA,13,100 lbs,2012,"February 8th, 2012","February 7th, 2013",Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,1,0,Green
Arabica,Honduras,western region,various,mdh,molinos de honduras,Instituto Hondureño del Café,m,1200,1200,1200,1200,275,69 kg,2018,"January 19th, 2018","January 19th, 2019",Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,3,1,Blue-Green
Arabica,Guatemala,huehuetenango,la esperanza,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,190164,190164,190164,190164,25,69 kg,2017,"June 1st, 2017","June 1st, 2018",Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,0,Green
Arabica,Taiwan,natou county,baishengcun coffee 百勝村咖啡莊園,"lin, che-hao krude 林哲豪",taiwan coffee laboratory,Specialty Coffee Association,m,800,800,800,800,20,50 kg,2016,"July 15th, 2016","July 15th, 2017",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,0,Blue-Green
Arabica,Costa Rica,turrialba,cafetalera aquiares,"ceca, s.a.","ceca,s.a.",Specialty Coffee Association of Costa Rica,m,1.3,13,13,13,250,69 kg,2015,"February 3rd, 2015","February 3rd, 2016",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,1,0,Green
Arabica,"Tanzania, United Republic Of","oldeani , mongola",acacia hills,acacia hills ltd,acacia hills ltd,Africa Fine Coffee Association,m,1800,1800,1800,1800,100,60 kg,2014,"December 18th, 2014","December 18th, 2015",Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,5,0,Green
Arabica,Malawi,mzuzu,kavuzi,afca,mzuzu coffee planters coop union,Africa Fine Coffee Association,m,1100m,1100,1100,1100,10,60 kg,2014,"October 31st, 2014","October 31st, 2015",Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,0,Green
Arabica,Taiwan,natou county,jacob's estate 雅谷咖啡,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,850 m,850,850,850,50,20 kg,2014,"August 25th, 2014","August 25th, 2015",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,0,NA
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,NUCOFFEE,m,1260,1260,1260,1260,300,60 kg,2013/2014,"November 6th, 2013","November 6th, 2014",Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,3,0,Blue-Green
Arabica,Guatemala,oriente,el morito,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"July 16th, 2013","July 16th, 2014",Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,1,0,Green
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,fredy gordillo reyes,union ramal santa cruz spr de ri,AMECAFE,m,1400,1400,1400,1400,310,1 kg,2013,"March 29th, 2013","March 29th, 2014",Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,9,0,Green
Arabica,Mexico,la concordia,las nubes - pante don jaime,enrique eduardo lopez aguilar,finca santa cruz,AMECAFE,m,1600,1600,1600,1600,28,1 kg,2012,"June 6th, 2012","June 6th, 2013",Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,0,NA
Arabica,Mexico,la concordia,santa cruz - pante don jaime,enrique eduardo lopez aguilar,finca santa cruz,AMECAFE,m,1650,1650,1650,1650,28,1 kg,2012,"June 6th, 2012","June 6th, 2013",Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,2,0,NA
Arabica,Thailand,"doi chaang village, chiang rai, thialand","doi chaang coffee original co.,ltd",doi chaang coffee company,NA,Specialty Coffee Association,ft,4921ft,1499.9208,1499.9208,1499.9208,12,50 kg,2011,"November 16th, 2011","November 15th, 2012",NA,NA,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,0,NA
Arabica,Thailand,NA,doi tung development project,doi tung development project,NA,Specialty Coffee Association,m,NA,NA,NA,NA,1,60 kg,2011,"August 16th, 2011","August 15th, 2012",NA,NA,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,0,NA
Arabica,Costa Rica,tarrazu,NA,benjamin schmerler,NA,Specialty Coffee Association,ft,4500-6000 feet,1828.8,1371.6,1600.2,1,60 kg,NA,"June 14th, 2011","June 13th, 2012",NA,NA,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,1,0,NA
Arabica,Guatemala,santa rosa,las delicias,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,50,69 kg,2017,"August 23rd, 2017","August 23rd, 2018",Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,0,Green
Arabica,Nicaragua,jalapa,finca las marías,"exportadora atlantic, s.a.",exportadora atlantic s.a,Instituto Hondureño del Café,m,1100,1100,1100,1100,550,69 kg,2017,"June 20th, 2017","June 20th, 2018",Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,3,0,Green
